points,place,long_place,competition.id,competitor.id
500,3.0,3. place,2282,25334_4_10
320,,1/16,2298,25334_4_10
490,2.0,2. place,2293,25334_4_10
770,2.0,2. place,2035,25334_4_10
350,2.0,2. place,2227,25334_4_10
175,3.0,3. place,2045,25334_4_10
630,2.0,2. place,2180,25334_4_10
1000,1.0,1. place,2289,43574_4_14
500,3.0,3. place,2315,43574_4_14
500,3.0,3. place,2309,43574_4_14
360,5.0,5. place,2288,43574_4_14
350,3.0,3. place,2306,43574_4_14
350,2.0,2. place,2317,43574_4_14
350,2.0,2. place,2260,43574_4_14
175,,3. place,2248,43574_4_14
10,,participation,2239,43574_4_14
245,2.0,2. place,2200,43574_4_14
1000,3.0,3. place,2298,41412_2_4
700,2.0,2. place,2364,41412_2_4
360,5.0,5. place,2284,41412_2_4
10,,participation,2289,41412_2_4
182,7.0,7. place,2293,41412_2_4
550,3.0,3. place,2035,41412_2_4
350,2.0,2. place,2233,41412_2_4
160,,1/16,2239,41412_2_4
80,,1/16,2227,41412_2_4
56,,1/16,2045,41412_2_4
234,7.0,7. place,2180,41412_2_4
700,2.0,2. place,2282,9718_24_6
500,3.0,3. place,2364,9718_24_6
500,3.0,3. place,2284,9718_24_6
160,,1/16,2296,9718_24_6
20,,participation,2298,9718_24_6
182,7.0,7. place,2293,9718_24_6
350,2.0,2. place,2227,9718_24_6
350,1.0,1. place,2045,9718_24_6
286,7.0,7. place,2035,9718_24_6
130,7.0,7. place,2238,9718_24_6
450,3.0,3. place,2180,9718_24_6
1400,2.0,2. place,2298,29418_44_12
700,1.0,1. place,2281,29418_44_12
350,3.0,3. place,2306,29418_44_12
260,7.0,7. place,2311,29418_44_12
100,1.0,1. place,2283,29418_44_12
350,2.0,2. place,2267,29418_44_12
245,,2. place,2248,29418_44_12
50,1.0,1. place,2199,29418_44_12
25,3.0,3. place,2251,29418_44_12
10,,participation,2239,29418_44_12
126,5.0,5. place,2200,29418_44_12
700,1.0,1. place,2310,15877_56_11
360,5.0,5. place,2315,15877_56_11
320,,1/16,2298,15877_56_11
260,7.0,7. place,2309,15877_56_11
260,7.0,7. place,2296,15877_56_11
700,1.0,1. place,2292,15877_56_11
180,5.0,5. place,2317,15877_56_11
180,5.0,5. place,2267,15877_56_11
176,,1/16,2035,15877_56_11
160,,1/16,2239,15877_56_11
5,,participation,2238,15877_56_11
245,2.0,2. place,2235,15877_56_11
1000,1.0,1. place,2309,613_32_7
360,5.0,5. place,2315,613_32_7
320,,1/16,2298,613_32_7
182,7.0,7. place,2306,613_32_7
1100,1.0,1. place,2035,613_32_7
250,3.0,3. place,2234,613_32_7
50,1.0,1. place,2199,613_32_7
5,,participation,2227,613_32_7
175,3.0,3. place,2200,613_32_7
520,7.0,7. place,2298,14609_275_8
500,3.0,3. place,2311,14609_275_8
500,3.0,3. place,2289,14609_275_8
360,5.0,5. place,2284,14609_275_8
260,7.0,7. place,2309,14609_275_8
252,5.0,5. place,2293,14609_275_8
250,3.0,3. place,2230,14609_275_8
180,5.0,5. place,2260,14609_275_8
176,,1/16,2035,14609_275_8
175,3.0,3. place,2253,14609_275_8
130,7.0,7. place,2238,14609_275_8
100,,participation,2180,14609_275_8
1400,2.0,2. place,2298,15144_13_2
1000,1.0,1. place,2315,15144_13_2
1000,1.0,1. place,2239,15144_13_2
1000,1.0,1. place,2364,7350_13_1
1000,1.0,1. place,2282,7350_13_1
700,1.0,1. place,2436,7350_13_1
500,1.0,1. place,2230,7350_13_1
160,,1/16,2239,7350_13_1
700,2.0,2. place,2309,18842_23_3
360,5.0,5. place,2284,18842_23_3
320,,1/16,2298,18842_23_3
160,,1/16,2296,18842_23_3
10,,participation,2311,18842_23_3
490,2.0,2. place,2293,18842_23_3
350,2.0,2. place,2227,18842_23_3
160,,1/16,2239,18842_23_3
100,,participation,2180,18842_23_3
80,,1/16,2234,18842_23_3
80,,1/16,2233,18842_23_3
126,5.0,5. place,2200,18842_23_3
1000,3.0,3. place,2298,7829_163_9
1000,1.0,1. place,2288,7829_163_9
700,2.0,2. place,2282,7829_163_9
700,1.0,1. place,2281,7829_163_9
490,2.0,2. place,2306,7829_163_9
350,3.0,3. place,2293,7829_163_9
180,5.0,5. place,2267,7829_163_9
1000,3.0,3. place,2298,20518_6_5
700,2.0,2. place,2289,20518_6_5
500,3.0,3. place,2311,20518_6_5
70,2.0,2. place,2307,20518_6_5
10,,participation,2282,20518_6_5
700,1.0,1. place,2293,20518_6_5
250,3.0,3. place,2267,20518_6_5
250,3.0,3. place,2260,20518_6_5
250,3.0,3. place,2238,20518_6_5
245,2.0,2. place,2253,20518_6_5
700,2.0,2. place,2309,422_163_10
500,3.0,3. place,2311,422_163_10
1100,1.0,1. place,2035,422_163_10
500,3.0,3. place,2239,422_163_10
500,1.0,1. place,2233,422_163_10
175,3.0,3. place,2200,422_163_10
450,3.0,3. place,2180,422_163_10
1000,3.0,3. place,2298,8006_25_13
1000,1.0,1. place,2284,8006_25_13
252,5.0,5. place,2306,8006_25_13
252,5.0,5. place,2281,8006_25_13
10,,participation,2315,8006_25_13
6,,participation,2293,8006_25_13
350,2.0,2. place,2234,8006_25_13
180,5.0,5. place,2230,8006_25_13
176,,1/16,2035,8006_25_13
160,,1/16,2239,8006_25_13
144,,1/16,2180,8006_25_13
350,1.0,1. place,2200,8006_25_13
1000,3.0,3. place,2298,28258_13_14
1000,1.0,1. place,2296,28258_13_14
1000,1.0,1. place,2282,28258_13_14
700,2.0,2. place,2239,28258_13_14
700,2.0,2. place,2315,3539_56_12
490,2.0,2. place,2310,3539_56_12
360,5.0,5. place,2284,3539_56_12
260,7.0,7. place,2296,3539_56_12
252,5.0,5. place,2306,3539_56_12
350,3.0,3. place,2292,3539_56_12
260,7.0,7. place,2239,3539_56_12
176,,1/16,2035,3539_56_12
175,3.0,3. place,2235,3539_56_12
130,7.0,7. place,2233,3539_56_12
80,,1/16,2230,3539_56_12
324,5.0,5. place,2180,3539_56_12
1000,3.0,3. place,2298,11900_13_4
700,2.0,2. place,2315,11900_13_4
500,3.0,3. place,2364,11900_13_4
1100,1.0,1. place,2035,11900_13_4
250,3.0,3. place,2230,11900_13_4
1400,2.0,2. place,2298,11254_51_6
1000,1.0,1. place,2309,11254_51_6
360,5.0,5. place,2289,11254_51_6
10,,participation,2315,11254_51_6
6,,participation,2306,11254_51_6
180,5.0,5. place,2234,11254_51_6
160,,1/16,2239,11254_51_6
350,1.0,1. place,2237,11254_51_6
700,2.0,2. place,2315,30771_13_7
500,3.0,3. place,2282,30771_13_7
700,1.0,1. place,2436,30771_13_7
1000,1.0,1. place,2239,30771_13_7
500,1.0,1. place,2230,30771_13_7
1100,1.0,1. place,2035,2317_4_11
1000,1.0,1. place,2239,2317_4_11
350,1.0,1. place,2045,2317_4_11
900,1.0,1. place,2180,2317_4_11
700,1.0,1. place,2281,13452_21_8
360,5.0,5. place,2309,13452_21_8
112,,1/16,2306,13452_21_8
20,,participation,2298,13452_21_8
10,,participation,2311,13452_21_8
490,2.0,2. place,2293,13452_21_8
396,5.0,5. place,2035,13452_21_8
250,3.0,3. place,2317,13452_21_8
180,5.0,5. place,2260,13452_21_8
180,5.0,5. place,2233,13452_21_8
180,5.0,5. place,2227,13452_21_8
324,5.0,5. place,2180,13452_21_8
1000,1.0,1. place,2284,17286_24_2
520,7.0,7. place,2298,17286_24_2
260,7.0,7. place,2364,17286_24_2
10,,participation,2296,17286_24_2
252,5.0,5. place,2293,17286_24_2
396,5.0,5. place,2035,17286_24_2
130,7.0,7. place,2227,17286_24_2
3,,participation,2045,17286_24_2
630,2.0,2. place,2180,17286_24_2
1000,1.0,1. place,2311,20144_8_1
500,3.0,3. place,2309,20144_8_1
490,2.0,2. place,2281,20144_8_1
260,7.0,7. place,2284,20144_8_1
252,5.0,5. place,2293,20144_8_1
500,1.0,1. place,2260,20144_8_1
700,2.0,2. place,2311,9172_51_3
520,7.0,7. place,2298,9172_51_3
160,,1/16,2315,9172_51_3
160,,1/16,2289,9172_51_3
6,,participation,2306,9172_51_3
182,7.0,7. place,2292,9172_51_3
396,5.0,5. place,2035,9172_51_3
350,2.0,2. place,2233,9172_51_3
250,3.0,3. place,2234,9172_51_3
100,,participation,2180,9172_51_3
720,5.0,5. place,2298,20206_24_9
500,3.0,3. place,2309,20206_24_9
500,3.0,3. place,2296,20206_24_9
360,5.0,5. place,2364,20206_24_9
360,5.0,5. place,2284,20206_24_9
252,5.0,5. place,2293,20206_24_9
500,1.0,1. place,2260,20206_24_9
500,3.0,3. place,2239,20206_24_9
250,3.0,3. place,2317,20206_24_9
180,5.0,5. place,2238,20206_24_9
100,,participation,2180,20206_24_9
175,3.0,3. place,2200,20206_24_9
700,2.0,2. place,2288,3364_27_5
500,3.0,3. place,2289,3364_27_5
160,,1/16,2311,3364_27_5
20,,participation,2298,3364_27_5
252,5.0,5. place,2293,3364_27_5
550,3.0,3. place,2035,3364_27_5
500,3.0,3. place,2239,3364_27_5
350,2.0,2. place,2234,3364_27_5
250,3.0,3. place,2230,3364_27_5
250,3.0,3. place,2227,3364_27_5
175,3.0,3. place,2200,3364_27_5
1000,1.0,1. place,2311,18524_23_13
1000,1.0,1. place,2296,18524_23_13
500,3.0,3. place,2284,18524_23_13
490,2.0,2. place,2281,18524_23_13
320,,1/16,2298,18524_23_13
350,3.0,3. place,2293,18524_23_13
700,2.0,2. place,2289,42500_10_4
700,2.0,2. place,2284,42500_10_4
360,5.0,5. place,2296,42500_10_4
320,,1/16,2298,42500_10_4
10,,participation,2282,42500_10_4
6,,participation,2293,42500_10_4
500,1.0,1. place,2267,42500_10_4
500,1.0,1. place,2234,42500_10_4
100,,participation,2180,42500_10_4
350,1.0,1. place,2200,42500_10_4
1000,1.0,1. place,2289,13300_4_12
500,3.0,3. place,2284,13300_4_12
320,,1/16,2298,13300_4_12
70,2.0,2. place,2304,13300_4_12
700,1.0,1. place,2293,13300_4_12
250,3.0,3. place,2317,13300_4_12
250,3.0,3. place,2227,13300_4_12
175,3.0,3. place,2045,13300_4_12
10,,participation,2239,13300_4_12
234,7.0,7. place,2180,13300_4_12
1000,1.0,1. place,2311,41546_51_10
700,1.0,1. place,2306,41546_51_10
360,5.0,5. place,2289,41546_51_10
320,,1/16,2298,41546_51_10
10,,participation,2315,41546_51_10
500,1.0,1. place,2234,41546_51_10
360,5.0,5. place,2239,41546_51_10
250,3.0,3. place,2233,41546_51_10
1000,1.0,1. place,2282,9520_3_6
720,5.0,5. place,2298,9520_3_6
160,,1/16,2289,9520_3_6
10,,participation,2296,9520_3_6
500,1.0,1. place,2230,9520_3_6
250,3.0,3. place,2233,9520_3_6
180,5.0,5. place,2317,9520_3_6
176,,1/16,2035,9520_3_6
120,,1/32,2239,9520_3_6
350,1.0,1. place,2200,9520_3_6
700,2.0,2. place,2311,39063_17_7
700,2.0,2. place,2289,39063_17_7
700,2.0,2. place,2288,39063_17_7
520,7.0,7. place,2298,39063_17_7
130,7.0,7. place,2234,39063_17_7
130,7.0,7. place,2233,39063_17_7
130,7.0,7. place,2227,39063_17_7
120,,1/32,2239,39063_17_7
80,,1/16,2238,39063_17_7
91,7.0,7. place,2235,39063_17_7
1000,1.0,1. place,2315,23619_13_14
700,1.0,1. place,2436,23619_13_14
1100,1.0,1. place,2035,23619_13_14
500,1.0,1. place,2230,23619_13_14
500,3.0,3. place,2311,13463_1_11
260,7.0,7. place,2289,13463_1_11
20,,participation,2298,13463_1_11
6,,participation,2293,13463_1_11
700,2.0,2. place,2239,13463_1_11
350,1.0,1. place,2253,13463_1_11
350,2.0,2. place,2230,13463_1_11
350,2.0,2. place,2227,13463_1_11
250,3.0,3. place,2317,13463_1_11
450,3.0,3. place,2180,13463_1_11
1000,1.0,1. place,2288,9368_4_8
360,5.0,5. place,2289,9368_4_8
360,5.0,5. place,2282,9368_4_8
10,,participation,2311,9368_4_8
10,,participation,2309,9368_4_8
350,2.0,2. place,2260,9368_4_8
250,3.0,3. place,2317,9368_4_8
180,5.0,5. place,2227,9368_4_8
175,3.0,3. place,2200,9368_4_8
160,,1/16,2239,9368_4_8
324,5.0,5. place,2180,9368_4_8
360,5.0,5. place,2309,13329_20_2
320,,1/16,2298,13329_20_2
260,7.0,7. place,2289,13329_20_2
260,7.0,7. place,2284,13329_20_2
160,,1/16,2288,13329_20_2
490,2.0,2. place,2293,13329_20_2
500,1.0,1. place,2227,13329_20_2
350,2.0,2. place,2234,13329_20_2
100,,participation,2180,13329_20_2
10,,participation,2239,13329_20_2
175,3.0,3. place,2200,13329_20_2
1000,1.0,1. place,2309,50970_6_1
700,2.0,2. place,2288,50970_6_1
490,,2. place,2302,50970_6_1
350,3.0,3. place,2306,50970_6_1
36,5.0,5. place,2286,50970_6_1
350,,1. place,2248,50970_6_1
700,1.0,1. place,2281,25516_17_3
500,3.0,3. place,2288,25516_17_3
360,5.0,5. place,2311,25516_17_3
320,,1/16,2298,25516_17_3
10,,participation,2289,25516_17_3
490,2.0,2. place,2436,25516_17_3
130,7.0,7. place,2233,25516_17_3
130,7.0,7. place,2230,25516_17_3
50,1.0,1. place,2240,25516_17_3
91,7.0,7. place,2235,25516_17_3
500,3.0,3. place,2311,3469_23_9
500,3.0,3. place,2309,3469_23_9
500,3.0,3. place,2289,3469_23_9
500,3.0,3. place,2284,3469_23_9
320,,1/16,2298,3469_23_9
182,7.0,7. place,2293,3469_23_9
550,3.0,3. place,2035,3469_23_9
500,1.0,1. place,2233,3469_23_9
100,,participation,2180,3469_23_9
350,1.0,1. place,2045,3469_23_9
1400,2.0,2. place,2298,18847_23_5
700,2.0,2. place,2296,18847_23_5
500,3.0,3. place,2311,18847_23_5
490,2.0,2. place,2281,18847_23_5
260,7.0,7. place,2282,18847_23_5
252,5.0,5. place,2293,18847_23_5
1400,2.0,2. place,2298,39826_46_13
1000,1.0,1. place,2309,39826_46_13
10,,participation,2296,39826_46_13
350,3.0,3. place,2436,39826_46_13
250,3.0,3. place,2233,39826_46_13
180,5.0,5. place,2234,39826_46_13
245,2.0,2. place,2235,39826_46_13
700,2.0,2. place,2311,172_21_10
360,5.0,5. place,2296,172_21_10
360,5.0,5. place,2289,172_21_10
350,3.0,3. place,2281,172_21_10
10,,participation,2309,172_21_10
6,,participation,2293,172_21_10
500,1.0,1. place,2317,172_21_10
324,5.0,5. place,2180,172_21_10
260,7.0,7. place,2239,172_21_10
176,,1/16,2035,172_21_10
350,1.0,1. place,2200,172_21_10
500,3.0,3. place,2284,14617_3_4
500,3.0,3. place,2282,14617_3_4
320,,1/16,2298,14617_3_4
160,,1/16,2309,14617_3_4
160,,1/16,2296,14617_3_4
350,3.0,3. place,2293,14617_3_4
500,1.0,1. place,2233,14617_3_4
260,7.0,7. place,2239,14617_3_4
250,3.0,3. place,2230,14617_3_4
130,7.0,7. place,2238,14617_3_4
100,,participation,2180,14617_3_4
126,5.0,5. place,2045,14617_3_4
500,3.0,3. place,2311,12074_109_12
360,5.0,5. place,2315,12074_109_12
350,3.0,3. place,2306,12074_109_12
260,7.0,7. place,2289,12074_109_12
260,7.0,7. place,2284,12074_109_12
700,1.0,1. place,2292,12074_109_12
250,3.0,3. place,2234,12074_109_12
250,3.0,3. place,2230,12074_109_12
160,,1/16,2239,12074_109_12
80,,1/16,2233,12074_109_12
175,3.0,3. place,2052,12074_109_12
2000,1.0,1. place,2298,38880_17_6
500,3.0,3. place,2282,38880_17_6
10,,participation,2289,38880_17_6
250,3.0,3. place,2233,38880_17_6
250,3.0,3. place,2230,38880_17_6
120,,1/32,2239,38880_17_6
5,,participation,2317,38880_17_6
175,3.0,3. place,2235,38880_17_6
700,2.0,2. place,2288,822_18_14
360,5.0,5. place,2296,822_18_14
360,5.0,5. place,2282,822_18_14
100,1.0,1. place,2359,822_18_14
20,,participation,2298,822_18_14
350,1.0,1. place,2236,822_18_14
260,7.0,7. place,2239,822_18_14
250,3.0,3. place,2234,822_18_14
250,3.0,3. place,2230,822_18_14
176,,1/16,2035,822_18_14
450,3.0,3. place,2180,822_18_14
1000,1.0,1. place,2282,16817_61_7
490,2.0,2. place,2306,16817_61_7
320,,1/16,2298,16817_61_7
260,7.0,7. place,2315,16817_61_7
10,,participation,2289,16817_61_7
252,5.0,5. place,2436,16817_61_7
500,1.0,1. place,2317,16817_61_7
250,3.0,3. place,2267,16817_61_7
180,5.0,5. place,2260,16817_61_7
1000,3.0,3. place,2298,36429_23_8
490,,2. place,2302,36429_23_8
360,5.0,5. place,2309,36429_23_8
10,,participation,2284,36429_23_8
182,7.0,7. place,2293,36429_23_8
500,1.0,1. place,2317,36429_23_8
350,,1. place,2248,36429_23_8
130,7.0,7. place,2260,36429_23_8
80,,1/16,2227,36429_23_8
50,1.0,1. place,2251,36429_23_8
700,2.0,2. place,2364,20212_24_11
500,3.0,3. place,2309,20212_24_11
320,,1/16,2298,20212_24_11
252,5.0,5. place,2306,20212_24_11
160,,1/16,2296,20212_24_11
350,3.0,3. place,2293,20212_24_11
180,5.0,5. place,2234,20212_24_11
180,5.0,5. place,2227,20212_24_11
130,7.0,7. place,2317,20212_24_11
130,7.0,7. place,2238,20212_24_11
130,7.0,7. place,2230,20212_24_11
100,,participation,2180,20212_24_11
520,7.0,7. place,2298,8256_9_2
500,3.0,3. place,2284,8256_9_2
350,3.0,3. place,2281,8256_9_2
160,,1/16,2315,8256_9_2
160,,1/16,2309,8256_9_2
700,1.0,1. place,2293,8256_9_2
250,3.0,3. place,2317,8256_9_2
91,7.0,7. place,2253,8256_9_2
56,,1/16,2045,8256_9_2
100,,participation,2180,8256_9_2
1000,1.0,1. place,2288,20509_6_1
500,3.0,3. place,2296,20509_6_1
360,5.0,5. place,2309,20509_6_1
10,,participation,2284,20509_6_1
500,1.0,1. place,2233,20509_6_1
350,2.0,2. place,2227,20509_6_1
3,,participation,2200,20509_6_1
144,,1/16,2180,20509_6_1
720,5.0,5. place,2298,18436_23_3
700,1.0,1. place,2306,18436_23_3
700,2.0,2. place,2289,18436_23_3
360,5.0,5. place,2288,18436_23_3
260,7.0,7. place,2311,18436_23_3
720,5.0,5. place,2298,13864_61_9
500,3.0,3. place,2364,13864_61_9
360,5.0,5. place,2289,13864_61_9
260,7.0,7. place,2282,13864_61_9
182,7.0,7. place,2306,13864_61_9
350,3.0,3. place,2436,13864_61_9
250,3.0,3. place,2317,13864_61_9
250,3.0,3. place,2267,13864_61_9
250,3.0,3. place,2260,13864_61_9
120,,1/32,2239,13864_61_9
80,,1/16,2233,13864_61_9
144,,1/16,2180,13864_61_9
1000,1.0,1. place,2364,9383_13_13
700,2.0,2. place,2282,9383_13_13
700,1.0,1. place,2436,9383_13_13
500,3.0,3. place,2239,9383_13_13
500,1.0,1. place,2230,9383_13_13
1000,1.0,1. place,2364,25493_61_10
1000,3.0,3. place,2298,25493_61_10
500,3.0,3. place,2282,25493_61_10
260,7.0,7. place,2315,25493_61_10
10,,participation,2296,25493_61_10
6,7.0,7. place*,2436,25493_61_10
250,3.0,3. place,2317,25493_61_10
180,5.0,5. place,2267,25493_61_10
80,,1/16,2260,25493_61_10
60,,1/32,2233,25493_61_10
5,,participation,2230,25493_61_10
520,7.0,7. place,2298,13682_2_12
500,3.0,3. place,2311,13682_2_12
360,5.0,5. place,2284,13682_2_12
182,7.0,7. place,2306,13682_2_12
100,1.0,1. place,2304,13682_2_12
252,5.0,5. place,2293,13682_2_12
770,2.0,2. place,2035,13682_2_12
500,3.0,3. place,2239,13682_2_12
5,,participation,2233,13682_2_12
5,,participation,2227,13682_2_12
3,,participation,2045,13682_2_12
100,,participation,2180,13682_2_12
700,2.0,2. place,2311,1220_275_6
500,3.0,3. place,2309,1220_275_6
500,3.0,3. place,2289,1220_275_6
240,,1/32,2298,1220_275_6
6,,participation,2293,1220_275_6
700,2.0,2. place,2239,1220_275_6
180,5.0,5. place,2238,1220_275_6
180,5.0,5. place,2234,1220_275_6
176,,1/16,2035,1220_275_6
5,,participation,2230,1220_275_6
56,,1/16,2045,1220_275_6
1000,1.0,1. place,2364,17392_13_11
1000,1.0,1. place,2282,17392_13_11
490,2.0,2. place,2436,17392_13_11
10,,participation,2239,17392_13_11
630,2.0,2. place,2180,17392_13_11
1000,1.0,1. place,2288,20522_6_7
360,5.0,5. place,2296,20522_6_7
252,5.0,5. place,2306,20522_6_7
500,1.0,1. place,2233,20522_6_7
500,1.0,1. place,2227,20522_6_7
360,5.0,5. place,2239,20522_6_7
144,,1/16,2180,20522_6_7
700,1.0,1. place,2306,31757_13_8
500,3.0,3. place,2282,31757_13_8
700,1.0,1. place,2436,31757_13_8
700,2.0,2. place,2239,31757_13_8
500,1.0,1. place,2260,31757_13_8
700,2.0,2. place,2315,19907_193_5
350,3.0,3. place,2306,19907_193_5
320,,1/16,2298,19907_193_5
10,,participation,2296,19907_193_5
770,2.0,2. place,2035,19907_193_5
350,2.0,2. place,2238,19907_193_5
120,,1/32,2239,19907_193_5
5,,participation,2230,19907_193_5
3,,participation,2045,19907_193_5
450,3.0,3. place,2180,19907_193_5
500,3.0,3. place,2364,13509_28_4
260,7.0,7. place,2309,13509_28_4
260,7.0,7. place,2284,13509_28_4
240,,1/32,2298,13509_28_4
112,,1/16,2306,13509_28_4
6,,participation,2293,13509_28_4
500,3.0,3. place,2239,13509_28_4
250,3.0,3. place,2227,13509_28_4
176,,1/16,2035,13509_28_4
126,5.0,5. place,2045,13509_28_4
630,2.0,2. place,2180,13509_28_4
700,2.0,2. place,2364,54432_61_14
360,5.0,5. place,2289,54432_61_14
360,5.0,5. place,2284,54432_61_14
350,3.0,3. place,2306,54432_61_14
350,3.0,3. place,2281,54432_61_14
252,5.0,5. place,2436,54432_61_14
350,2.0,2. place,2267,54432_61_14
180,5.0,5. place,2317,54432_61_14
130,7.0,7. place,2260,54432_61_14
10,,participation,2239,54432_61_14
700,1.0,1. place,2281,26667_15_1
500,3.0,3. place,2364,26667_15_1
500,3.0,3. place,2315,26667_15_1
360,5.0,5. place,2282,26667_15_1
320,,1/16,2298,26667_15_1
120,,1/32,2239,26667_15_1
100,,participation,2180,26667_15_1
5,,participation,2230,26667_15_1
175,3.0,3. place,2235,26667_15_1
500,3.0,3. place,2311,9194_8_2
360,5.0,5. place,2289,9194_8_2
320,,1/16,2298,9194_8_2
70,2.0,2. place,2307,9194_8_2
6,,participation,2306,9194_8_2
500,1.0,1. place,2267,9194_8_2
360,5.0,5. place,2239,9194_8_2
180,5.0,5. place,2234,9194_8_2
100,,participation,2180,9194_8_2
5,,participation,2230,9194_8_2
350,1.0,1. place,2045,9194_8_2
500,3.0,3. place,2309,21069_20_3
500,3.0,3. place,2289,21069_20_3
490,2.0,2. place,2281,21069_20_3
360,5.0,5. place,2311,21069_20_3
70,2.0,2. place,2307,21069_20_3
252,5.0,5. place,2293,21069_20_3
260,7.0,7. place,2239,21069_20_3
91,7.0,7. place,2253,21069_20_3
80,,1/16,2233,21069_20_3
5,,participation,2260,21069_20_3
5,,participation,2227,21069_20_3
42,,1/32,2045,21069_20_3
700,2.0,2. place,2309,10332_26_13
700,1.0,1. place,2306,10332_26_13
500,3.0,3. place,2288,10332_26_13
320,,1/16,2298,10332_26_13
260,7.0,7. place,2311,10332_26_13
182,7.0,7. place,2293,10332_26_13
250,3.0,3. place,2317,10332_26_13
130,7.0,7. place,2260,10332_26_13
5,,participation,2230,10332_26_13
324,5.0,5. place,2180,10332_26_13
700,2.0,2. place,2315,10017_13_9
500,3.0,3. place,2282,10017_13_9
10,,participation,2364,10017_13_9
490,2.0,2. place,2436,10017_13_9
1000,1.0,1. place,2239,10017_13_9
630,2.0,2. place,2180,10017_13_9
500,3.0,3. place,2289,440_49_12
350,3.0,3. place,2281,440_49_12
320,,1/16,2298,440_49_12
182,7.0,7. place,2306,440_49_12
10,,participation,2296,440_49_12
350,3.0,3. place,2292,440_49_12
500,1.0,1. place,2233,440_49_12
260,7.0,7. place,2239,440_49_12
180,5.0,5. place,2238,440_49_12
176,,1/16,2035,440_49_12
100,,participation,2180,440_49_12
350,1.0,1. place,2052,440_49_12
700,2.0,2. place,2296,801_6_6
320,,1/16,2298,801_6_6
182,7.0,7. place,2293,801_6_6
500,3.0,3. place,2239,801_6_6
396,5.0,5. place,2035,801_6_6
245,2.0,2. place,2200,801_6_6
900,1.0,1. place,2180,801_6_6
700,2.0,2. place,2289,18049_27_11
500,3.0,3. place,2284,18049_27_11
320,,1/16,2298,18049_27_11
260,7.0,7. place,2311,18049_27_11
100,1.0,1. place,2304,18049_27_11
350,3.0,3. place,2293,18049_27_11
260,7.0,7. place,2239,18049_27_11
180,5.0,5. place,2233,18049_27_11
176,,1/16,2035,18049_27_11
126,,5. place,2248,18049_27_11
5,,participation,2230,18049_27_11
144,,1/16,2180,18049_27_11
700,2.0,2. place,2282,3631_13_10
700,1.0,1. place,2436,3631_13_10
700,2.0,2. place,2239,3631_13_10
500,1.0,1. place,2267,3631_13_10
500,1.0,1. place,2230,3631_13_10
1000,3.0,3. place,2298,31904_14_8
500,3.0,3. place,2364,31904_14_8
500,3.0,3. place,2309,31904_14_8
160,,1/16,2296,31904_14_8
36,5.0,5. place,2307,31904_14_8
490,2.0,2. place,2436,31904_14_8
80,,1/16,2238,31904_14_8
50,1.0,1. place,2240,31904_14_8
10,,participation,2239,31904_14_8
5,,participation,2230,31904_14_8
245,2.0,2. place,2235,31904_14_8
520,7.0,7. place,2298,14698_9_7
260,7.0,7. place,2309,14698_9_7
260,7.0,7. place,2288,14698_9_7
260,7.0,7. place,2284,14698_9_7
100,1.0,1. place,2307,14698_9_7
252,5.0,5. place,2293,14698_9_7
500,3.0,3. place,2239,14698_9_7
396,5.0,5. place,2035,14698_9_7
3,,participation,2045,14698_9_7
450,3.0,3. place,2180,14698_9_7
700,2.0,2. place,2311,16206_275_5
700,2.0,2. place,2284,16206_275_5
500,3.0,3. place,2309,16206_275_5
240,,1/32,2298,16206_275_5
160,,1/16,2296,16206_275_5
6,,participation,2293,16206_275_5
250,3.0,3. place,2238,16206_275_5
100,,participation,2180,16206_275_5
5,,participation,2267,16206_275_5
245,2.0,2. place,2045,16206_275_5
