points,place,long_place,competition.id,competitor.id
900,1.0,1. place,2180,7353_13_10
700,1.0,1. place,2281,9717_15_13
360,5.0,5. place,2282,9717_15_13
320,,1/16,2298,9717_15_13
396,5.0,5. place,2035,9717_15_13
180,5.0,5. place,2230,9717_15_13
100,,participation,2180,9717_15_13
350,1.0,1. place,2235,9717_15_13
700,1.0,1. place,2306,22893_4_4
500,3.0,3. place,2315,22893_4_4
260,7.0,7. place,2364,22893_4_4
260,7.0,7. place,2289,22893_4_4
240,,1/32,2298,22893_4_4
80,,1/16,2260,22893_4_4
80,,1/16,2238,22893_4_4
50,1.0,1. place,2263,22893_4_4
42,,1/32,2200,22893_4_4
25,3.0,3. place,2201,22893_4_4
144,,1/16,2180,22893_4_4
490,2.0,2. place,2306,4036_15_1
490,2.0,2. place,2436,4036_15_1
396,5.0,5. place,2035,4036_15_1
900,1.0,1. place,2180,4036_15_1
520,7.0,7. place,2298,18433_25_9
360,5.0,5. place,2311,18433_25_9
260,7.0,7. place,2284,18433_25_9
260,7.0,7. place,2282,18433_25_9
160,,1/16,2289,18433_25_9
6,,participation,2293,18433_25_9
250,3.0,3. place,2234,18433_25_9
180,5.0,5. place,2317,18433_25_9
80,,1/16,2233,18433_25_9
18,5.0,5. place,2199,18433_25_9
10,,participation,2239,18433_25_9
56,,1/16,2045,18433_25_9
500,3.0,3. place,2364,21132_14_14
500,3.0,3. place,2311,21132_14_14
360,5.0,5. place,2288,21132_14_14
260,7.0,7. place,2309,21132_14_14
260,7.0,7. place,2284,21132_14_14
6,7.0,7. place*,2436,21132_14_14
80,,1/16,2230,21132_14_14
35,2.0,2. place,2240,21132_14_14
10,,participation,2239,21132_14_14
5,,participation,2238,21132_14_14
5,,participation,2227,21132_14_14
126,5.0,5. place,2235,21132_14_14
500,3.0,3. place,2284,15186_14_3
360,5.0,5. place,2289,15186_14_3
350,2.0,2. place,2230,15186_14_3
176,,1/16,2035,15186_14_3
126,5.0,5. place,2235,15186_14_3
120,,1/32,2239,15186_14_3
80,,1/16,2238,15186_14_3
324,5.0,5. place,2180,15186_14_3
700,1.0,1. place,2306,20903_8_2
700,2.0,2. place,2284,20903_8_2
240,,1/32,2298,20903_8_2
120,,1/32,2289,20903_8_2
16,,1/16,2307,20903_8_2
252,5.0,5. place,2293,20903_8_2
5,,participation,2233,20903_8_2
1000,1.0,1. place,2309,14582_11_12
500,3.0,3. place,2315,14582_11_12
360,5.0,5. place,2311,14582_11_12
160,,1/16,2296,14582_11_12
160,,1/16,2289,14582_11_12
6,,participation,2293,14582_11_12
286,7.0,7. place,2035,14582_11_12
80,,1/16,2227,14582_11_12
56,,1/16,2045,14582_11_12
10,,participation,2239,14582_11_12
5,,participation,2238,14582_11_12
100,,participation,2180,14582_11_12
700,2.0,2. place,2288,17143_20_8
350,3.0,3. place,2306,17143_20_8
320,,1/16,2298,17143_20_8
260,7.0,7. place,2311,17143_20_8
160,,1/16,2289,17143_20_8
260,7.0,7. place,2239,17143_20_8
180,5.0,5. place,2233,17143_20_8
180,5.0,5. place,2230,17143_20_8
100,,participation,2180,17143_20_8
5,,participation,2260,17143_20_8
126,5.0,5. place,2045,17143_20_8
1000,1.0,1. place,2311,13716_24_11
1000,1.0,1. place,2288,13716_24_11
182,7.0,7. place,2281,13716_24_11
112,,1/16,2306,13716_24_11
100,1.0,1. place,2307,13716_24_11
126,5.0,5. place,2253,13716_24_11
5,,participation,2260,13716_24_11
5,,participation,2234,13716_24_11
5,,participation,2233,13716_24_11
5,,participation,2227,13716_24_11
1000,1.0,1. place,2364,21360_296_7
500,1.0,1. place,2260,21360_296_7
350,1.0,1. place,2200,21360_296_7
630,2.0,2. place,2180,21360_296_7
500,3.0,3. place,2284,48433_10_5
500,3.0,3. place,2282,48433_10_5
240,,1/32,2298,48433_10_5
10,,participation,2289,48433_10_5
112,,1/16,2293,48433_10_5
396,5.0,5. place,2035,48433_10_5
180,5.0,5. place,2234,48433_10_5
126,5.0,5. place,2045,48433_10_5
324,5.0,5. place,2180,48433_10_5
360,5.0,5. place,2289,1237_193_13
10,,participation,2282,1237_193_13
252,5.0,5. place,2293,1237_193_13
500,1.0,1. place,2267,1237_193_13
260,7.0,7. place,2239,1237_193_13
250,3.0,3. place,2260,1237_193_13
250,3.0,3. place,2238,1237_193_13
234,7.0,7. place,2180,1237_193_13
245,2.0,2. place,2045,1237_193_13
700,2.0,2. place,2288,20294_193_10
360,5.0,5. place,2364,20294_193_10
260,7.0,7. place,2315,20294_193_10
240,,1/32,2298,20294_193_10
112,,1/16,2306,20294_193_10
252,5.0,5. place,2293,20294_193_10
250,3.0,3. place,2267,20294_193_10
126,5.0,5. place,2253,20294_193_10
5,,participation,2233,20294_193_10
5,,participation,2227,20294_193_10
3,,participation,2200,20294_193_10
700,1.0,1. place,2306,23096_14_1
500,3.0,3. place,2284,23096_14_1
160,,1/16,2296,23096_14_1
20,,participation,2298,23096_14_1
10,,participation,2315,23096_14_1
350,3.0,3. place,2436,23096_14_1
360,5.0,5. place,2239,23096_14_1
80,,1/16,2234,23096_14_1
50,1.0,1. place,2240,23096_14_1
5,,participation,2227,23096_14_1
182,7.0,7. place,2306,19292_28_6
160,,1/16,2311,19292_28_6
160,,1/16,2309,19292_28_6
50,3.0,3. place,2307,19292_28_6
20,,participation,2298,19292_28_6
252,5.0,5. place,2293,19292_28_6
500,1.0,1. place,2238,19292_28_6
250,3.0,3. place,2260,19292_28_6
175,3.0,3. place,2253,19292_28_6
120,,1/32,2239,19292_28_6
5,,participation,2227,19292_28_6
324,5.0,5. place,2180,19292_28_6
700,2.0,2. place,2311,16819_61_9
500,3.0,3. place,2315,16819_61_9
350,2.0,2. place,2230,16819_61_9
260,7.0,7. place,2239,16819_61_9
176,,1/16,2035,16819_61_9
100,,participation,2180,16819_61_9
360,5.0,5. place,2315,1239_193_3
360,5.0,5. place,2284,1239_193_3
240,,1/32,2298,1239_193_3
160,,1/16,2311,1239_193_3
160,,1/16,2296,1239_193_3
112,,1/16,2293,1239_193_3
130,7.0,7. place,2227,1239_193_3
56,,1/16,2045,1239_193_3
450,3.0,3. place,2180,1239_193_3
500,3.0,3. place,2296,3872_24_2
500,3.0,3. place,2289,3872_24_2
260,7.0,7. place,2284,3872_24_2
20,,participation,2298,3872_24_2
10,,participation,2364,3872_24_2
112,,1/16,2293,3872_24_2
160,,1/16,2239,3872_24_2
100,,participation,2180,3872_24_2
80,,1/16,2238,3872_24_2
245,2.0,2. place,2045,3872_24_2
320,,1/16,2298,13011_60_4
252,5.0,5. place,2306,13011_60_4
120,,1/32,2289,13011_60_4
50,3.0,3. place,2359,13011_60_4
700,1.0,1. place,2290,13011_60_4
120,,1/32,2239,13011_60_4
60,,1/32,2234,13011_60_4
5,,participation,2233,13011_60_4
350,1.0,1. place,2236,13011_60_4
500,3.0,3. place,2239,2081_49_14
286,7.0,7. place,2035,2081_49_14
250,3.0,3. place,2238,2081_49_14
250,3.0,3. place,2233,2081_49_14
250,3.0,3. place,2227,2081_49_14
350,1.0,1. place,2052,2081_49_14
700,1.0,1. place,2310,3424_1_12
320,,1/16,2298,3424_1_12
160,,1/16,2289,3424_1_12
112,,1/16,2306,3424_1_12
100,1.0,1. place,2287,3424_1_12
350,3.0,3. place,2293,3424_1_12
350,1.0,1. place,2253,3424_1_12
180,5.0,5. place,2233,3424_1_12
180,5.0,5. place,2230,3424_1_12
80,,1/16,2238,3424_1_12
80,,1/16,2234,3424_1_12
91,7.0,7. place,2045,3424_1_12
520,7.0,7. place,2298,18150_32_11
490,2.0,2. place,2310,18150_32_11
350,3.0,3. place,2281,18150_32_11
160,,1/16,2309,18150_32_11
160,,1/16,2296,18150_32_11
252,5.0,5. place,2293,18150_32_11
180,5.0,5. place,2317,18150_32_11
175,3.0,3. place,2253,18150_32_11
130,7.0,7. place,2260,18150_32_11
80,,1/16,2227,18150_32_11
18,5.0,5. place,2199,18150_32_11
3,,participation,2045,18150_32_11
550,3.0,3. place,2035,209_61_8
500,3.0,3. place,2239,209_61_8
500,1.0,1. place,2233,209_61_8
500,1.0,1. place,2230,209_61_8
450,3.0,3. place,2180,209_61_8
1000,1.0,1. place,2296,385_4_7
550,3.0,3. place,2035,385_4_7
900,1.0,1. place,2180,385_4_7
500,3.0,3. place,2289,17101_49_5
490,2.0,2. place,2306,17101_49_5
360,5.0,5. place,2296,17101_49_5
320,,1/16,2298,17101_49_5
160,,1/16,2282,17101_49_5
160,,1/16,2239,17101_49_5
100,,participation,2180,17101_49_5
5,,participation,2238,17101_49_5
5,,participation,2233,17101_49_5
5,,participation,2227,17101_49_5
245,2.0,2. place,2052,17101_49_5
500,3.0,3. place,2282,17785_15_13
360,5.0,5. place,2315,17785_15_13
350,3.0,3. place,2281,17785_15_13
20,,participation,2298,17785_15_13
490,2.0,2. place,2436,17785_15_13
250,3.0,3. place,2230,17785_15_13
144,,1/16,2180,17785_15_13
175,3.0,3. place,2235,17785_15_13
360,5.0,5. place,2315,19867_25_10
260,7.0,7. place,2284,19867_25_10
260,7.0,7. place,2282,19867_25_10
160,,1/16,2296,19867_25_10
112,,1/16,2306,19867_25_10
6,,participation,2293,19867_25_10
286,7.0,7. place,2035,19867_25_10
250,3.0,3. place,2234,19867_25_10
180,5.0,5. place,2227,19867_25_10
120,,1/32,2239,19867_25_10
91,7.0,7. place,2045,19867_25_10
144,,1/16,2180,19867_25_10
1000,1.0,1. place,2284,13721_9_1
112,,1/16,2281,13721_9_1
20,,participation,2298,13721_9_1
10,,participation,2315,13721_9_1
182,7.0,7. place,2293,13721_9_1
286,7.0,7. place,2035,13721_9_1
180,5.0,5. place,2227,13721_9_1
120,,1/32,2239,13721_9_1
100,,participation,2180,13721_9_1
5,,participation,2230,13721_9_1
126,5.0,5. place,2045,13721_9_1
490,2.0,2. place,2281,38194_34_6
360,5.0,5. place,2296,38194_34_6
350,3.0,3. place,2306,38194_34_6
260,7.0,7. place,2282,38194_34_6
160,,1/16,2311,38194_34_6
350,3.0,3. place,2293,38194_34_6
91,7.0,7. place,2253,38194_34_6
35,2.0,2. place,2263,38194_34_6
360,5.0,5. place,2296,22532_193_9
260,7.0,7. place,2364,22532_193_9
260,7.0,7. place,2311,22532_193_9
260,7.0,7. place,2309,22532_193_9
260,7.0,7. place,2284,22532_193_9
252,5.0,5. place,2293,22532_193_9
250,3.0,3. place,2260,22532_193_9
80,,1/16,2230,22532_193_9
5,,participation,2233,22532_193_9
5,,participation,2227,22532_193_9
3,,participation,2253,22532_193_9
56,,1/16,2200,22532_193_9
1000,1.0,1. place,2309,19854_34_3
240,,1/32,2298,19854_34_3
100,1.0,1. place,2362,19854_34_3
100,1.0,1. place,2304,19854_34_3
10,,participation,2296,19854_34_3
160,,1/16,2239,19854_34_3
100,,participation,2180,19854_34_3
80,,1/16,2230,19854_34_3
60,,1/32,2227,19854_34_3
175,3.0,3. place,2200,19854_34_3
500,3.0,3. place,2296,3707_61_2
500,3.0,3. place,2284,3707_61_2
20,,participation,2298,3707_61_2
10,,participation,2289,3707_61_2
250,3.0,3. place,2233,3707_61_2
160,,1/16,2239,3707_61_2
130,7.0,7. place,2230,3707_61_2
324,5.0,5. place,2180,3707_61_2
1000,1.0,1. place,2311,14607_275_14
490,2.0,2. place,2306,14607_275_14
20,,participation,2298,14607_275_14
10,,participation,2309,14607_275_14
10,,participation,2296,14607_275_14
6,,participation,2293,14607_275_14
91,7.0,7. place,2045,14607_275_14
80,,1/16,2233,14607_275_14
10,,participation,2239,14607_275_14
5,,participation,2238,14607_275_14
5,,participation,2230,14607_275_14
144,,1/16,2180,14607_275_14
360,5.0,5. place,2364,11113_329_4
350,2.0,2. place,2317,11113_329_4
350,2.0,2. place,2238,11113_329_4
286,7.0,7. place,2035,11113_329_4
180,5.0,5. place,2233,11113_329_4
324,5.0,5. place,2180,11113_329_4
700,,1. place,2302,36771_28_11
700,1.0,1. place,2281,36771_28_11
500,3.0,3. place,2309,36771_28_11
112,,1/16,2306,36771_28_11
10,,participation,2315,36771_28_11
6,,participation,2293,36771_28_11
350,,1. place,2248,36771_28_11
80,,1/16,2234,36771_28_11
35,2.0,2. place,2251,36771_28_11
13,7.0,7. place,2199,36771_28_11
360,5.0,5. place,2284,1427_24_8
260,7.0,7. place,2296,1427_24_8
182,7.0,7. place,2306,1427_24_8
20,,participation,2298,1427_24_8
10,,participation,2309,1427_24_8
350,3.0,3. place,2293,1427_24_8
396,5.0,5. place,2035,1427_24_8
250,3.0,3. place,2267,1427_24_8
250,3.0,3. place,2234,1427_24_8
180,5.0,5. place,2238,1427_24_8
120,,1/32,2239,1427_24_8
100,,participation,2180,1427_24_8
700,2.0,2. place,2311,21512_3_12
700,2.0,2. place,2309,21512_3_12
240,,1/32,2298,21512_3_12
36,5.0,5. place,2362,21512_3_12
36,5.0,5. place,2307,21512_3_12
112,,1/16,2293,21512_3_12
250,3.0,3. place,2233,21512_3_12
180,5.0,5. place,2227,21512_3_12
80,,1/16,2234,21512_3_12
5,,participation,2230,21512_3_12
3,,participation,2045,21512_3_12
100,,participation,2180,21512_3_12
500,3.0,3. place,2311,29135_27_7
360,5.0,5. place,2289,29135_27_7
350,3.0,3. place,2281,29135_27_7
260,7.0,7. place,2288,29135_27_7
100,1.0,1. place,2304,29135_27_7
252,5.0,5. place,2293,29135_27_7
245,,2. place,2248,29135_27_7
160,,1/16,2239,29135_27_7
5,,participation,2230,29135_27_7
5,,participation,2227,29135_27_7
3,,participation,2045,29135_27_7
100,,participation,2180,29135_27_7
500,3.0,3. place,2288,9282_28_13
260,7.0,7. place,2309,9282_28_13
260,7.0,7. place,2284,9282_28_13
252,5.0,5. place,2306,9282_28_13
350,1.0,1. place,2253,9282_28_13
350,2.0,2. place,2233,9282_28_13
180,5.0,5. place,2260,9282_28_13
5,,participation,2238,9282_28_13
100,,participation,2180,9282_28_13
1000,1.0,1. place,2364,8217_329_5
396,5.0,5. place,2035,8217_329_5
324,5.0,5. place,2180,8217_329_5
130,7.0,7. place,2238,8217_329_5
350,1.0,1. place,2045,8217_329_5
360,5.0,5. place,2296,23043_48_10
320,,1/16,2298,23043_48_10
252,5.0,5. place,2306,23043_48_10
160,,1/16,2289,23043_48_10
10,,participation,2284,23043_48_10
490,2.0,2. place,2292,23043_48_10
160,,1/16,2239,23043_48_10
350,1.0,1. place,2237,23043_48_10
1000,3.0,3. place,2298,3712_14_1
550,3.0,3. place,2035,3712_14_1
350,2.0,2. place,2230,3712_14_1
91,7.0,7. place,2235,3712_14_1
100,,participation,2180,3712_14_1
1000,3.0,3. place,2298,17835_49_3
350,3.0,3. place,2306,17835_49_3
160,,1/16,2289,17835_49_3
160,,1/16,2282,17835_49_3
100,1.0,1. place,2460,17835_49_3
252,5.0,5. place,2292,17835_49_3
500,3.0,3. place,2289,20_8_6
360,5.0,5. place,2309,20_8_6
260,7.0,7. place,2284,20_8_6
160,,1/16,2296,20_8_6
6,,participation,2306,20_8_6
252,5.0,5. place,2293,20_8_6
91,7.0,7. place,2045,20_8_6
80,,1/16,2234,20_8_6
80,,1/16,2227,20_8_6
10,,participation,2239,20_8_6
144,,1/16,2180,20_8_6
260,7.0,7. place,2309,13042_60_9
252,5.0,5. place,2306,13042_60_9
70,2.0,2. place,2359,13042_60_9
10,,participation,2289,13042_60_9
350,3.0,3. place,2290,13042_60_9
180,5.0,5. place,2317,13042_60_9
176,,1/16,2035,13042_60_9
120,,1/32,2239,13042_60_9
100,,participation,2180,13042_60_9
350,1.0,1. place,2236,13042_60_9
360,5.0,5. place,2284,3873_24_4
360,5.0,5. place,2282,3873_24_4
160,,1/16,2296,3873_24_4
20,,participation,2298,3873_24_4
10,,participation,2364,3873_24_4
112,,1/16,2293,3873_24_4
176,,1/16,2035,3873_24_4
175,3.0,3. place,2200,3873_24_4
5,,participation,2238,3873_24_4
5,,participation,2227,3873_24_4
450,3.0,3. place,2180,3873_24_4
1000,1.0,1. place,2364,26591_61_2
360,5.0,5. place,2311,26591_61_2
10,,participation,2282,26591_61_2
252,5.0,5. place,2436,26591_61_2
180,5.0,5. place,2260,26591_61_2
700,2.0,2. place,2309,20250_6_14
500,3.0,3. place,2288,20250_6_14
252,5.0,5. place,2306,20250_6_14
160,,1/16,2289,20250_6_14
50,3.0,3. place,2287,20250_6_14
6,,participation,2293,20250_6_14
10,,participation,2239,20250_6_14
5,,participation,2233,20250_6_14
5,,participation,2230,20250_6_14
3,,participation,2200,20250_6_14
360,5.0,5. place,2282,21871_193_12
10,,participation,2315,21871_193_12
500,1.0,1. place,2317,21871_193_12
396,5.0,5. place,2035,21871_193_12
350,2.0,2. place,2238,21871_193_12
160,,1/16,2239,21871_193_12
80,,1/16,2227,21871_193_12
450,3.0,3. place,2180,21871_193_12
350,3.0,3. place,2306,8325_61_11
160,,1/16,2296,8325_61_11
20,,participation,2298,8325_61_11
10,,participation,2364,8325_61_11
700,1.0,1. place,2436,8325_61_11
350,2.0,2. place,2267,8325_61_11
180,5.0,5. place,2230,8325_61_11
176,,1/16,2035,8325_61_11
160,,1/16,2239,8325_61_11
5,,participation,2260,8325_61_11
100,,participation,2180,8325_61_11
500,3.0,3. place,2311,32462_17_7
500,3.0,3. place,2296,32462_17_7
500,3.0,3. place,2288,32462_17_7
20,,participation,2298,32462_17_7
350,3.0,3. place,2436,32462_17_7
80,,1/16,2233,32462_17_7
80,,1/16,2230,32462_17_7
80,,1/16,2227,32462_17_7
500,3.0,3. place,2311,36151_163_13
500,3.0,3. place,2309,36151_163_13
320,,1/16,2298,36151_163_13
100,1.0,1. place,2283,36151_163_13
175,3.0,3. place,2045,36151_163_13
5,,participation,2233,36151_163_13
450,3.0,3. place,2180,36151_163_13
360,5.0,5. place,2364,651_74_10
320,,1/16,2298,651_74_10
260,7.0,7. place,2289,651_74_10
160,,1/16,2315,651_74_10
10,,participation,2282,651_74_10
350,3.0,3. place,2436,651_74_10
350,2.0,2. place,2230,651_74_10
234,7.0,7. place,2180,651_74_10
260,7.0,7. place,2364,8388_24_5
260,7.0,7. place,2289,8388_24_5
260,7.0,7. place,2284,8388_24_5
50,3.0,3. place,2307,8388_24_5
50,3.0,3. place,2304,8388_24_5
250,3.0,3. place,2234,8388_24_5
180,5.0,5. place,2238,8388_24_5
180,5.0,5. place,2233,8388_24_5
176,,1/16,2035,8388_24_5
160,,1/16,2239,8388_24_5
100,,participation,2180,8388_24_5
320,,1/16,2298,45440_61_6
260,7.0,7. place,2364,45440_61_6
260,7.0,7. place,2284,45440_61_6
160,,1/16,2311,45440_61_6
160,,1/16,2296,45440_61_6
350,3.0,3. place,2436,45440_61_6
250,3.0,3. place,2230,45440_61_6
120,,1/32,2239,45440_61_6
5,,participation,2267,45440_61_6
5,,participation,2260,45440_61_6
500,3.0,3. place,2296,18034_20_8
500,3.0,3. place,2289,18034_20_8
360,5.0,5. place,2311,18034_20_8
160,,1/16,2309,18034_20_8
100,1.0,1. place,2307,18034_20_8
112,,1/16,2293,18034_20_8
25,3.0,3. place,2263,18034_20_8
5,,participation,2260,18034_20_8
5,,participation,2238,18034_20_8
3,,participation,2253,18034_20_8
91,7.0,7. place,2045,18034_20_8
260,7.0,7. place,2289,30451_29_3
240,,1/32,2298,30451_29_3
160,,1/16,2315,30451_29_3
160,,1/16,2282,30451_29_3
112,,1/16,2306,30451_29_3
350,3.0,3. place,2293,30451_29_3
175,3.0,3. place,2253,30451_29_3
160,,1/16,2239,30451_29_3
80,,1/16,2238,30451_29_3
80,,1/16,2234,30451_29_3
80,,1/16,2233,30451_29_3
3,,participation,2045,30451_29_3
500,3.0,3. place,2296,43659_4_1
350,,3. place,2302,43659_4_1
240,,1/32,2298,43659_4_1
160,,1/16,2315,43659_4_1
160,,1/16,2282,43659_4_1
250,3.0,3. place,2260,43659_4_1
175,,3. place,2248,43659_4_1
700,,1. place,2302,49758_23_9
700,2.0,2. place,2296,49758_23_9
160,,1/16,2289,49758_23_9
245,,2. place,2248,49758_23_9
360,5.0,5. place,2364,7613_4_2
360,5.0,5. place,2296,7613_4_2
320,,1/16,2298,7613_4_2
160,,1/16,2315,7613_4_2
100,1.0,1. place,2362,7613_4_2
250,3.0,3. place,2260,7613_4_2
180,5.0,5. place,2317,7613_4_2
500,3.0,3. place,2309,51301_8_4
360,5.0,5. place,2288,51301_8_4
182,7.0,7. place,2306,51301_8_4
160,,1/16,2311,51301_8_4
160,,1/16,2296,51301_8_4
120,,1/32,2239,51301_8_4
80,,1/16,2234,51301_8_4
60,,1/32,2233,51301_8_4
60,,1/32,2227,51301_8_4
500,3.0,3. place,2311,36901_10_14
490,,2. place,2302,36901_10_14
260,7.0,7. place,2289,36901_10_14
182,7.0,7. place,2293,36901_10_14
175,,3. place,2248,36901_10_14
5,7.0,7. place*,2317,36901_10_14
360,5.0,5. place,2311,13481_28_12
360,5.0,5. place,2288,13481_28_12
240,,1/32,2298,13481_28_12
160,,1/16,2296,13481_28_12
160,,1/16,2289,13481_28_12
252,5.0,5. place,2293,13481_28_12
250,3.0,3. place,2260,13481_28_12
180,5.0,5. place,2238,13481_28_12
160,,1/16,2239,13481_28_12
126,5.0,5. place,2253,13481_28_12
260,7.0,7. place,2282,9589_50_11
240,,1/32,2298,9589_50_11
160,,1/16,2309,9589_50_11
100,1.0,1. place,2360,9589_50_11
70,2.0,2. place,2359,9589_50_11
700,1.0,1. place,2290,9589_50_11
100,,participation,2180,9589_50_11
60,,1/32,2233,9589_50_11
60,,1/32,2230,9589_50_11
10,,participation,2239,9589_50_11
5,,participation,2238,9589_50_11
350,1.0,1. place,2044,9589_50_11
360,5.0,5. place,2309,19750_193_7
320,,1/16,2298,19750_193_7
260,7.0,7. place,2296,19750_193_7
120,,1/32,2289,19750_193_7
490,2.0,2. place,2293,19750_193_7
250,3.0,3. place,2238,19750_193_7
56,,1/16,2045,19750_193_7
100,,participation,2180,19750_193_7
1000,3.0,3. place,2298,50808_9_13
360,5.0,5. place,2288,50808_9_13
260,7.0,7. place,2315,50808_9_13
112,,1/16,2281,50808_9_13
50,3.0,3. place,2362,50808_9_13
6,,participation,2293,50808_9_13
126,,5. place,2248,50808_9_13
18,5.0,5. place,2251,50808_9_13
500,3.0,3. place,2289,32346_43_3
360,5.0,5. place,2309,32346_43_3
360,5.0,5. place,2288,32346_43_3
252,5.0,5. place,2281,32346_43_3
182,7.0,7. place,2293,32346_43_3
120,,1/32,2239,32346_43_3
5,,participation,2233,32346_43_3
5,,participation,2230,32346_43_3
5,,participation,2227,32346_43_3
3,,participation,2253,32346_43_3
42,,1/32,2200,32346_43_3
700,1.0,1. place,2310,67154_57_8
320,,1/16,2298,67154_57_8
182,7.0,7. place,2306,67154_57_8
160,,1/16,2296,67154_57_8
100,1.0,1. place,2398,67154_57_8
350,3.0,3. place,2292,67154_57_8
700,1.0,1. place,2310,14448_32_5
320,,1/16,2298,14448_32_5
160,,1/16,2289,14448_32_5
50,3.0,3. place,2304,14448_32_5
16,,1/16,2287,14448_32_5
6,,participation,2293,14448_32_5
250,3.0,3. place,2234,14448_32_5
120,,1/32,2239,14448_32_5
80,,1/16,2230,14448_32_5
5,,participation,2238,14448_32_5
3,,participation,2045,14448_32_5
100,,participation,2180,14448_32_5
500,3.0,3. place,2289,24589_49_10
320,,1/16,2298,24589_49_10
160,,1/16,2282,24589_49_10
112,,1/16,2306,24589_49_10
10,,participation,2296,24589_49_10
700,1.0,1. place,2292,24589_49_10
1100,1.0,1. place,2035,17383_13_6
350,2.0,2. place,2234,17383_13_6
350,1.0,1. place,2235,17383_13_6
160,,1/16,2311,21313_20_9
160,,1/16,2309,21313_20_9
112,,1/16,2306,21313_20_9
10,,participation,2284,21313_20_9
6,,participation,2293,21313_20_9
700,2.0,2. place,2239,21313_20_9
250,3.0,3. place,2238,21313_20_9
126,5.0,5. place,2045,21313_20_9
80,,1/16,2227,21313_20_9
5,,participation,2233,21313_20_9
144,,1/16,2180,21313_20_9
520,7.0,7. place,2298,13366_23_1
260,7.0,7. place,2296,13366_23_1
260,7.0,7. place,2289,13366_23_1
252,5.0,5. place,2281,13366_23_1
10,,participation,2309,13366_23_1
6,,participation,2293,13366_23_1
245,2.0,2. place,2253,13366_23_1
80,,1/16,2233,13366_23_1
5,,participation,2260,13366_23_1
5,,participation,2227,13366_23_1
91,7.0,7. place,2045,13366_23_1
360,5.0,5. place,2289,18229_9_4
260,7.0,7. place,2288,18229_9_4
160,,1/16,2315,18229_9_4
160,,1/16,2309,18229_9_4
36,5.0,5. place,2307,18229_9_4
252,5.0,5. place,2293,18229_9_4
100,,1 win,2239,18229_9_4
80,,1/16,2317,18229_9_4
80,,1/16,2234,18229_9_4
56,,1/16,2253,18229_9_4
25,3.0,3. place,2251,18229_9_4
700,2.0,2. place,2239,18436_23_2
396,5.0,5. place,2035,18436_23_2
100,,participation,2180,18436_23_2
350,1.0,1. place,2200,18436_23_2
260,7.0,7. place,2282,1249_50_14
70,2.0,2. place,2360,1249_50_14
350,3.0,3. place,2290,1249_50_14
180,5.0,5. place,2238,1249_50_14
180,5.0,5. place,2234,1249_50_14
100,,participation,2180,1249_50_14
80,,1/16,2233,1249_50_14
80,,1/16,2230,1249_50_14
245,2.0,2. place,2044,1249_50_14
1000,1.0,1. place,2284,38009_13_12
720,5.0,5. place,2298,38009_13_12
350,2.0,2. place,2317,38009_13_12
700,2.0,2. place,2284,1120_26_11
360,5.0,5. place,2296,1120_26_11
160,,1/16,2282,1120_26_11
6,,participation,2281,1120_26_11
700,1.0,1. place,2293,1120_26_11
1400,2.0,2. place,2298,44248_13_7
500,1.0,1. place,2267,44248_13_7
260,7.0,7. place,2284,8427_9_13
182,7.0,7. place,2281,8427_9_13
182,7.0,7. place,2293,8427_9_13
360,5.0,5. place,2239,8427_9_13
250,3.0,3. place,2238,8427_9_13
180,5.0,5. place,2317,8427_9_13
176,,1/16,2035,8427_9_13
130,7.0,7. place,2234,8427_9_13
144,,1/16,2180,8427_9_13
550,3.0,3. place,2035,16921_15_3
350,1.0,1. place,2235,16921_15_3
900,1.0,1. place,2180,16921_15_3
252,5.0,5. place,2306,18836_1_10
240,,1/32,2298,18836_1_10
396,5.0,5. place,2035,18836_1_10
180,5.0,5. place,2260,18836_1_10
180,5.0,5. place,2233,18836_1_10
175,3.0,3. place,2253,18836_1_10
130,7.0,7. place,2227,18836_1_10
245,2.0,2. place,2200,18836_1_10
500,3.0,3. place,2296,29719_27_6
360,5.0,5. place,2311,29719_27_6
320,,1/16,2298,29719_27_6
260,7.0,7. place,2288,29719_27_6
252,5.0,5. place,2306,29719_27_6
6,,participation,2293,29719_27_6
13,7.0,7. place,2251,29719_27_6
10,,participation,2239,29719_27_6
5,,participation,2230,29719_27_6
5,,participation,2227,29719_27_6
56,,1/16,2200,29719_27_6
260,7.0,7. place,2284,19724_275_8
160,,1/16,2289,19724_275_8
112,,1/16,2306,19724_275_8
20,,participation,2298,19724_275_8
10,,participation,2296,19724_275_8
182,7.0,7. place,2293,19724_275_8
250,3.0,3. place,2230,19724_275_8
250,3.0,3. place,2227,19724_275_8
144,,1/16,2180,19724_275_8
130,7.0,7. place,2260,19724_275_8
5,,participation,2233,19724_275_8
245,2.0,2. place,2045,19724_275_8
1000,1.0,1. place,2239,16577_20_5
350,2.0,2. place,2227,16577_20_5
286,7.0,7. place,2035,16577_20_5
126,5.0,5. place,2045,16577_20_5
360,5.0,5. place,2296,49_57_9
320,,1/16,2298,49_57_9
160,,1/16,2311,49_57_9
6,,participation,2306,49_57_9
252,5.0,5. place,2292,49_57_9
130,7.0,7. place,2317,49_57_9
120,,1/32,2239,49_57_9
91,7.0,7. place,2253,49_57_9
50,1.0,1. place,2242,49_57_9
50,1.0,1. place,2232,49_57_9
175,3.0,3. place,2237,49_57_9
